,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04417575,3.109408087,3.135268016,3.246110824,3.247163971,3.329111327,3.297779918,3.35737835,3.306351352,3.34485326,3.271585573,3.299547843,3.210763208,3.224291704,3.130571672,3.032878971,3.041303635,2.939810897,2.839223726,2.839223726,2.732019816,2.619065938,2.504756706,2.483767125,2.365959126,2.251102925,2.145379044,2.050939457,1.96669305,1.891452484,1.821415087,1.753711564,1.680964346,1.604041179,1.517380278,1.504805303,1.400998638,1.290217116,1.250949639,1.132109136,1.01398979,0.899163207,0.788378892,0.734757534,0.634996902,0.546269018,0.466629679,0.396535109,0.3362299,0.285604724,0.241713997,0.205267711,0.174734612,0.148571678,0.127877878,0.120522071,0.10413324,0.099516495,0.086829834,0.084028871,0.074194774,0.036972001,0.03313935,0.023623582
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.686054765,3.690078067,3.694101369,3.698124672,3.702147974,3.706171276,3.710194578,3.71421788,3.718241182,3.722264484,3.726287787,3.730311089,3.734334391,3.738357693,3.742380995,3.746404297,3.7504276,3.754450902,3.758474204,3.762497506,3.766520808,3.77054411,3.774567412,3.778590715,3.782614017,3.786637319,3.798470561,3.828053665,3.851720148,3.86947001,3.887219873,3.904969735,3.922719598,3.94046946,3.952302702,3.964135943,3.981885806,3.884817986,3.896328558,3.90783913,3.815834389,3.827024519,3.729115293,3.73998735,3.636699769,3.641977998,3.539101426,3.436842926,3.446775998,3.34485326,3.354478737,3.25294406,3.262264816,3.165668219,3.170177718,3.073890012,3.07825014,2.978118657,2.982330989,2.882885098,2.882885098,2.784321609,2.78040003,2.78040003,2.675338907,2.667781452,2.564502064,2.557226881,2.546314106,2.539038923,2.434791435,2.424296644,2.413801854,2.30882659,2.298744378,2.288662166,2.183376333,2.173701105,2.157575726,2.055730641,2.040274019,2.024817398,1.920721078,1.902964027,1.799736374,1.779927954,0.871364023,0.389827787,0.098967338
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48990298,0.488739315,0.484084654,0.479429994,0.473611669,0.466629679,0.458484024,0.414803664,0.405132076,0.393311246,0.349085749,0.334252077,0.316451671,0.272911181,0.253870866,0.234830551,0.217603599,0.185424436,0.174663197,0.167213108,0.163901957,0.147913498,0.149422819,0.150932141,0.139102456,0.141158157,0.142528624,0.143213858,0.130544152,0.130544152,0.129922513,0.129300874,0.128057597,0.116561251,0.11599542,0.116561251,0.116561251,0.105672155,0.106185126,0.105672155,0.105159183,0.095232721,0.094299067,0.093365413,0.091964932,0.090097623,0.079706386,0.077162565,0.074194774,0.071226983,0.067835222,0.05858077,0.056268372,0.054341373,0.052799773,0.051643574,0.04677743,0.04642572,0.04607401,0.04607401,0.0457223,0.039349841,0.037227971,0.024105696
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.383347303,1.321923418,1.331249156,1.267745649,1.20510174,1.20510174,1.139426049,1.071441171,1.065831531,0.996537746,0.929628486,0.919703627,0.852654765,0.843353077,0.776785085,0.765191278,0.69984765,0.636685959,0.620360678,0.557395552,0.536449581,0.472833192,0.448116912,0.385675474,0.357985953,0.301924994,0.277444589,0.232608333,0.214397004,0.200324614,0.172817301,0.166025355,0.147325261,0.14526956,0.131165791,0.131165791,0.131165791,0.119390408,0.118824577,0.117692914,0.105159183,0.103620268,0.092898586,0.091498105,0.090097623,0.080978296,0.080978296,0.080978296,0.073611363,0.073996763,0.074767562,0.075152962,0.06893516,0.06928687,0.06928687,0.062720036,0.062080036,0.061440035,0.061120035,0.060480035,0.059840035,0.045952164,0.039810258,0.027578076
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.547271265,3.542347608,3.53742395,3.532500293,3.527576636,3.522652978,3.517729321,3.512805664,3.507882007,3.502958349,3.498034692,3.493111035,3.488187377,3.48326372,3.478340063,3.473416406,3.468492748,3.463569091,3.458645434,3.453721777,3.448798119,3.345984031,3.148007671,3.048261148,2.949631174,2.852151525,2.786870312,2.840984299,2.886079288,2.829722863,2.864603884,2.792776053,2.818050044,2.834899372,2.748702858,2.756835115,2.662752638,2.662752638,2.666674217,2.569534543,2.569534543,2.569534543,2.473562275,2.378819218,2.375320955,2.278579953,2.183376333,2.180151257,2.083552559,1.985830268,1.976951742,1.87897005,1.864821179,1.767157035,1.671992067,1.656534513,1.562397575,1.550133858,1.535417397,1.447820886,1.438495148,1.429169409,1.417512236,1.336332238,1.325269885,1.314207532,1.300932708,1.285445414,1.20510174,1.188335107,1.173664303,1.15689767,1.140131037,1.125460234,1.108693601,1.094022797,1.079351993,1.064681189,1.050010386,1.035339582,1.022764607,1.008093803,0.939283387,0.925412113,0.911540839,0.897669566,0.453955232,0.220191518,0.083098147
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.892031168,2.878149418,2.864267668,2.850385919,2.836504169,2.82262242,2.811825503,2.801028587,2.790231671,2.779434754,2.768637838,2.785604421,2.802571004,2.819537586,2.836504169,2.853470752,2.878149418,2.902828084,2.92750675,2.952185416,2.976864082,2.955270249,2.933676416,2.912082584,2.890488751,2.868894918,2.825707253,2.782519587,2.739331922,2.696144257,2.652956591,3.023136581,2.938303666,2.853470752,2.768637838,2.683804924,2.688432173,2.693059423,2.697686673,2.702313923,2.706941173,2.82262242,2.938303666,3.053984913,3.16966616,3.285347406,3.028944435,2.864001916,2.699059398,2.462085858,2.301831749,2.319314015,2.336796282,2.285937634,2.302912418,2.319887202,2.200306989,2.149520115,2.098733241,1.985899227,1.936651056,2.060437,2.252466481,2.452856347,2.661675067,2.635426961,2.563495539,2.483543379,2.312911471,2.13494615,1.951170873,1.851703239,1.746110071,1.652588117,1.572607636,1.501958975,1.439760403,1.384872152,1.263784955,1.210764028,1.153715885,1.088092451,1.012335647,0.990831785,0.897612926,0.854205047,0.752148244,0.702874564,0.655050109,0.610124106,0.572444232,0.542010488,0.483678492,0.46476369,0.451253118,0.44044466,0.398085698,0.38552779,0.343281185,0.303043092,0.286923778,0.271879086,0.238327665,0.230416373,0.224482904,0.222505081,0.204910056,0.205816738,0.207630101,0.208536783,0.207630101,0.188735587,0.186252224,0.183768861,0.18045771,0.17714656,0.173835409,0.171352046,0.153950784,0.151686801,0.15017748,0.147913498,0.132250118,0.129509183,0.126768248,0.111894988,0.108786793,0.105678599,0.103192044,0.101327128,0.10008385,0.075625984,0.0633078,0.043253307
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98897327,2.87733494,2.767126473,2.551034977,2.445237499,2.340971299,2.23835137,2.137341306,2.03782084,1.940120066,1.844164768,1.750064238,1.657800828,1.567453922,1.479074984,1.479074984,1.392687911,1.308427282,1.308427282,1.226272581,1.14633769,1.147786916,1.071388391,1.072739448,0.998353723,0.998353723,0.923950038,0.920459042,0.8435774,0.836055054,0.75948401,0.749594895,0.677291203,0.667317705,0.600146055,0.589384815,0.576140213,0.509395975,0.489774797,0.467134975,0.402917458,0.382360444,0.363859133,0.316414159,0.306467938,0.299629911,0.269335707,0.267072382,0.264809056,0.238018834,0.235453976,0.232376146,0.209138525,0.206804389,0.204937081,0.184850979,0.183579069,0.182731129,0.182307158,0.181459218,0.180611278,0.097280056,0.061005459,0.034391657
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.356575746,4.468874474,4.694915589,4.808514492,4.356575746,4.023302151,4.133739728,4.468874474,4.356575746,4.581673748,4.244846066,4.174304304,3.889652329,3.779697079,3.77155118,3.966277813,3.856192954,3.847828111,3.70149645,3.655879416,3.804879495,3.660455611,3.613612487,3.476669641,3.434310966,3.301332414,3.2601054,3.218878386,3.203599325,3.276092907,3.255365529,3.325840969,3.299777792,3.189844903,3.270640681,3.351332085,3.147407942,2.588258992,3.044467187,3.048585042,2.960214397,2.781481549,2.785228493,2.862097086,2.757750902,2.567225736,2.730273312,2.805345274,2.641880904,2.059763589,2.66846891,2.332132094,2.605786705,2.37524202,2.406791129,2.349518148,2.291027929,2.231419883,2.083108725,2.287706944,2.046456668,2.052639316,1.97991125,1.904438018,1.826602684,1.746703577,1.6654128,1.585375527,1.504480003,1.502267532,1.420972139,1.343531933,1.341550322,1.265908678,1.265908678,1.265908678,1.191971828,1.193732495,1.121509099,1.118200812,1.11158424,1.029386844,1.012333749,0.921707675,0.892723157,0.801176943,0.767400512,0.680638638,0.600451158,0.572523197,0.50614644,0.484654022,0.465310846,0.412376083,0.398531323,0.353605849,0.342725669,0.30462586,0.296347983,0.288897894,0.256584639,0.249792693,0.219960041,0.213107703,0.206255365,0.180896897,0.174680508,0.169707398,0.15051113,0.148247805,0.14598448,0.131320736,0.130294793,0.129781821,0.128755878,0.115773112,0.114839458,0.112972149,0.111571668,0.100056952,0.098361072,0.057600033,0.044895792,0.03369805
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.790502715,1.785597228,1.770880768,1.671638608,1.662312869,1.56864165,1.559791767,1.550941885,1.462888721,1.458697063,1.373256091,1.37127448,1.36929287,1.290217116,1.288347236,1.213099836,1.214860504,1.216621171,1.144667104,1.14797539,1.075895286,1.074345004,0.998516648,0.991270519,0.981125937,0.902506236,0.890346721,0.815008259,0.803706141,0.792404024,0.781101906,0.769799789,0.755986089,0.739660808,0.669107395,0.651652419,0.634197444,0.616742468,0.601614823,0.587650843,0.577177857,0.567868537,0.560886547,0.512594165,0.507221061,0.500773336,0.495400231,0.487877885,0.480355539,0.471758572,0.462086984,0.451340775,0.406442615,0.3965535,0.386664385,0.377764182,0.36985289,0.361941598,0.355019218,0.319151946,0.312805174,0.159139538,0.098033683,0.048857186
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.729348531,0.691582072,0.693563682,0.656327837,0.656327837,0.616233589,0.614472921,0.609190919,0.567371122,0.559100406,0.55082969,0.505391734,0.492989482,0.447810805,0.433318545,0.418826286,0.378296027,0.367487569,0.359381226,0.352625939,0.323994038,0.321482457,0.318970875,0.316459293,0.313947711,0.31143613,0.310180339,0.308924548,0.307668757,0.308924548,0.31143613,0.315203502,0.320226666,0.325249829,0.304880239,0.307207569,0.284774536,0.282625295,0.27725219,0.269729844,0.238327665,0.22843855,0.235341975,0.223521146,0.212774937,0.202028728,0.193431761,0.185909414,0.179461689,0.173013964,0.16871548,0.165491617,0.162267755,0.148336721,0.147347809,0.147347809,0.147347809,0.147347809,0.147347809,0.134188886,0.134188886,0.096975656,0.074618744,0.047760106
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.323468661,3.313621347,3.303774032,3.293926718,3.284079403,3.274232089,3.264384774,3.254537459,3.244690145,3.23484283,3.224995516,3.215148201,3.205300887,3.195453572,3.185606258,3.175758943,3.165911628,3.156064314,3.146216999,3.136369685,3.12652237,2.940184672,2.757818121,2.579612602,2.324196252,2.156868852,2.156868852,2.172555171,2.119865998,2.157653271,2.131628666,2.197105315,2.186414723,2.177757832,2.167250954,2.148470369,2.121967663,2.079884017,2.116671081,2.042768682,1.955380553,1.957956812,1.861632275,1.767227426,1.767227426,1.674840238,1.670415297,1.571871835,1.553009373,1.527859423,1.496421987,1.460792892,1.420972139,1.379055556,1.339234803,1.301509879,1.263784955,1.163205376,1.131499607,1.099793839,1.005995375,0.968597777,0.871530361,0.825753009,0.774693655,0.678198718,0.626920278,0.577295982,0.534288258,0.496242964,0.464814243,0.438347952,0.389120629,0.370517253,0.331872732,0.320278925,0.290477306,0.289126249,0.271250823,0.276273986,0.264151963,0.25253591,0.258983635,0.26543136,0.247227868,0.247227868,0.143598567,0.09412137,0.050864512
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.021808743,3.000468286,2.979127829,2.957787371,2.936446914,2.915106457,2.893766,2.872425542,2.851085085,2.829744628,2.808404171,2.787063714,2.765723256,2.763589211,2.761455165,2.759321119,2.757187073,2.755053028,2.752918982,2.750784936,2.748650891,2.746516845,2.744382799,2.742248754,2.740114708,2.737980662,2.735846616,2.733712571,2.731578525,2.729444479,2.727310433,2.725176387,2.723042342,2.720908296,2.71877425,2.716640205,2.714506159,2.712372113,2.710238068,2.708104022,2.705969976,2.703835931,2.701701885,2.699567839,2.697433793,2.695299748,2.693165702,2.691031656,2.68889761,2.686763564,2.684629519,2.682495473,2.680361427,2.678227382,2.676093336,2.67395929,2.671825245,2.669691199,2.667557153,2.665423108,2.663289062,2.64126571,2.619242358,2.597219006,2.575195654,2.553172302,2.531148951,2.509125599,2.487102247,2.465078895,2.443055543,2.347681577,2.254286715,2.162881573,2.142841947,2.054076743,1.967289608,1.882491128,1.864378101,1.782184116,1.701965604,1.623719108,1.607470581,1.531789815,1.45807625,1.386304175,1.316475951,1.302608125,1.235293179,1.169893748,1.106441701,1.094273672,1.033273471,0.974083514,0.9168355,0.906288703,0.851439916,0.798480637,0.747372662,0.738360596,0.689600461,0.675729188,0.61145072,0.589012162,0.535242889,0.517636215,0.471430816,0.459851813,0.421676538,0.413925132,0.407724006,0.376798735,0.372451057,0.343168539,0.316459293,0.312691921,0.286261599,0.262207498,0.260058256,0.237338753,0.215790236,0.197013464,0.196185676,0.178854587,0.178854587,0.163085638,0.162400404,0.146706761,0.146085123,0.144220206,0.129575372,0.127312046,0.12448289,0.121653733,0.119390408,0.116561251,0.103620268,0.101568382,0.099516495,0.097464609,0.087296661,0.08589618,0.085429353,0.084962526,0.084495699,0.084962526,0.084962526,0.085429353,0.093873807,0.093873807,0.093360836,0.092847864,0.091821921,0.100152143,0.099586312,0.098454649,0.097322987,0.096191324,0.095059661,0.09449383,0.093927999,0.062820168,0.056960033,0.038642311
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.915414126,2.915414126,2.815694247,2.815694247,2.716904907,2.716904907,2.615428346,2.611790755,2.511753233,2.511753233,2.409648712,2.409648712,2.30915429,2.305929214,2.20720553,2.20720553,2.110129629,2.10717012,2.011969436,2.009139662,1.907664933,1.891452484,1.777618684,1.744127318,1.618810674,1.574661292,1.452483755,1.340757179,1.305357649,1.209293398,1.119609944,1.097812228,1.013474894,0.929632385,0.846921325,0.817146748,0.737933942,0.706928314,0.634760946,0.567444041,0.544476067,0.487246848,0.467154195,0.415428417,0.399137107,0.353550273,0.338505581,0.324535509,0.287773238,0.276895212,0.244804049,0.237550596,0.232110506,0.206946916,0.203635765,0.201152402,0.181118569,0.178854587,0.177345265,0.158289001,0.1562333,0.08262839,0.05838386,0.041531782
